"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"546","KOR","Asia","한국",2022-12-19,28302474,87559,65924.714,31490,56,51.714,546213.117,1689.812,1272.29,607.73,1.081,0.998,1.06,535,10.325,NA,NA,NA,NA,1335,25.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44861985,44442349,NA,NA,NA,NA,86.58,85.77,NA,NA,213,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"547","OWID_AFR",NA,"아프리카",2022-12-20,12458381,2360,1569.286,257415,31,9.857,8732.082,1.654,1.1,180.422,0.022,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740812266,478169006,392144225,64145837,26522,32615,51.92,33.51,27.49,4.5,23,13792,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"548","OWID_ASI",NA,"아시아",2022-12-20,200210502,321423,259872.714,1510901,385,456.429,42405.051,68.078,55.042,320.012,0.082,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8888987326,3649989629,3406097990,1739548471,4120939,2488175,188.27,77.31,72.14,36.84,527,46568,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"549","OWID_EUR",NA,"유럽",2022-12-20,243647970,221195,152430.143,1994281,784,653.429,327128.649,296.983,204.657,2677.578,1.053,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358499518,521726694,498148027,353455814,164129,168772,182.4,70.05,66.88,47.46,227,15556,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"550","OWID_NAM",NA,"북미",2022-12-20,118419702,95981,76424.714,1546959,650,490.143,197259.762,159.882,127.306,2576.875,1.083,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130979479,457449235,392952778,246668017,334189,335873,188.39,76.2,65.46,41.09,559,44927,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"551","OWID_OCE",NA,"오세아니아",2022-12-20,13451114,4856,22351.286,21846,22,39,298655.739,107.818,496.267,485.048,0.488,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80604212,28908334,27867162,23786026,8626,8235,178.97,64.19,61.87,52.81,183,231,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"552","OWID_SAM",NA,"남미",2022-12-20,66214630,67005,66448.714,1339013,256,223.571,151584.482,153.394,152.12,3065.389,0.586,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942674769,373686419,338132213,243534307,94039,643023,215.81,85.55,77.41,55.75,1472,62687,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"553","KOR","Asia","한국",2022-12-20,28390646,88172,66439.143,31549,59,53.571,547914.76,1701.643,1282.218,608.868,1.139,1.034,1.06,519,10.016,NA,NA,NA,NA,1322,25.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44862244,44442599,NA,NA,NA,NA,86.58,85.77,NA,NA,211,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"554","OWID_AFR",NA,"아프리카",2022-12-21,12460925,2544,1365.571,257418,3,9.429,8733.865,1.783,0.957,180.424,0.002,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740815647,478169006,392144225,64147162,33047,32059,51.92,33.51,27.49,4.5,22,13380,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"555","OWID_ASI",NA,"아시아",2022-12-21,200535582,325080,263062.857,1511440,539,468,42473.904,68.853,55.717,320.127,0.114,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8893413363,3650005324,3406131764,1740300093,4798707,2787611,188.36,77.31,72.14,36.86,590,41173,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"556","OWID_EUR",NA,"유럽",2022-12-21,243786552,138582,149944.429,1994863,582,647.714,327314.713,186.064,201.32,2678.359,0.781,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358647713,521730048,498150960,353596459,126695,134302,182.42,70.05,66.88,47.47,180,2989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"557","OWID_NAM",NA,"북미",2022-12-21,118608023,188321,81187.714,1548072,1113,514.714,197573.462,313.699,135.24,2578.729,1.854,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131336381,457494427,392978965,246744714,368866,329611,188.45,76.21,65.46,41.1,549,45271,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"558","OWID_OCE",NA,"오세아니아",2022-12-21,13455089,3975,22297.571,21868,22,39.286,298743.996,88.257,495.074,485.536,0.488,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80606339,28908369,27867237,23788043,8038,7978,178.97,64.19,61.87,52.82,177,235,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"559","OWID_SAM",NA,"남미",2022-12-21,66269951,55321,64032.714,1339225,212,209.714,151711.128,126.646,146.589,3065.874,0.485,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942798273,373690948,338136606,243648889,158868,640984,215.83,85.55,77.41,55.78,1467,62903,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"560","KOR","Asia","한국",2022-12-21,28466390,75744,67237.714,31611,62,54.143,549376.553,1461.793,1297.629,610.065,1.197,1.045,1.06,512,9.881,NA,NA,442,8.53,1346,25.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44862479,44442850,NA,NA,NA,NA,86.58,85.77,NA,NA,205,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"561","OWID_AFR",NA,"아프리카",2022-12-22,12461732,807,1313,257418,0,6.714,8734.431,0.566,0.92,180.424,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741649365,478556877,392896735,64152807,32716,31363,51.98,33.54,27.54,4.5,22,12967,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"562","OWID_ASI",NA,"아시아",2022-12-22,200841455,305873,267066.714,1511924,484,469,42538.688,64.785,56.565,320.229,0.103,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8896934434,3650207954,3406470210,1741035576,3423746,2929359,188.44,77.31,72.15,36.88,620,43732,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"563","OWID_EUR",NA,"유럽",2022-12-22,243980541,193989,150399.143,1995832,969,667.571,327575.168,260.455,201.93,2679.66,1.301,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358753328,521731688,498152771,353697684,106910,118009,182.43,70.05,66.88,47.49,158,2769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"564","OWID_NAM",NA,"북미",2022-12-22,118714974,106951,78903.714,1548736,664,469.857,197751.617,178.156,131.435,2579.835,1.106,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131723562,457584045,393023192,246836914,362998,326356,188.52,76.22,65.47,41.12,544,50963,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"565","OWID_OCE",NA,"오세아니아",2022-12-22,13536261,81172,23069.571,22028,160,42.286,300546.262,1802.266,512.215,489.089,3.552,0.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80642951,28908421,27867289,23824546,7723,7696,179.05,64.19,61.87,52.9,171,242,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"566","OWID_SAM",NA,"남미",2022-12-22,66340447,70496,62450.714,1339507,282,207.429,151872.514,161.386,142.968,3066.52,0.646,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942985577,373702007,338149416,243812362,142641,635994,215.88,85.55,77.41,55.82,1456,62926,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"567","KOR","Asia","한국",2022-12-22,28534558,68168,67411.286,31674,63,53.714,550692.136,1315.583,1300.979,611.281,1.216,1.037,1.05,547,10.557,NA,NA,NA,NA,1365,26.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44862696,44443092,NA,NA,NA,NA,86.58,85.77,NA,NA,207,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"568","OWID_AFR",NA,"아프리카",2022-12-23,12462542,810,1026.286,257418,0,5.571,8734.998,0.568,0.719,180.424,0,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741651782,478556877,392896735,64153734,35507,30792,51.98,33.54,27.54,4.5,22,13631,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"569","OWID_ASI",NA,"아시아",2022-12-23,201129937,288482,271201.143,1512444,520,480.571,42599.789,61.101,57.441,320.339,0.11,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8900152145,3650221827,3406501510,1741933383,3602595,3038803,188.51,77.31,72.15,36.89,644,42046,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"570","OWID_EUR",NA,"유럽",2022-12-23,244253265,272724,144057.714,1997443,1611,685.571,327941.335,366.167,193.416,2681.823,2.163,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358815922,521733017,498154251,353757123,63896,96371,182.44,70.05,66.88,47.5,129,2499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"571","OWID_NAM",NA,"북미",2022-12-23,118765984,51010,77602.143,1549089,353,456.714,197836.588,84.971,129.267,2580.423,0.588,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131887976,457611283,393036738,246857534,177180,288950,188.55,76.23,65.47,41.12,481,48407,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"572","OWID_OCE",NA,"오세아니아",2022-12-23,13543265,7004,21353.286,22055,27,40.286,300701.772,155.51,474.108,489.688,0.599,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80644459,28908461,27867353,23825950,4471,7120,179.06,64.19,61.87,52.9,158,243,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"573","OWID_SAM",NA,"남미",2022-12-23,66360579,20132,54909.714,1339552,45,180.571,151918.602,46.088,125.704,3066.623,0.103,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943027901,373704520,338152655,243848934,56975,397125,215.89,85.55,77.41,55.82,909,37978,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"574","KOR","Asia","한국",2022-12-23,28600607,66049,67310.857,31744,70,55.857,551966.824,1274.688,1299.041,612.632,1.351,1.078,1.03,530,10.229,NA,NA,NA,NA,1351,26.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44862977,44443431,NA,NA,NA,NA,86.58,85.77,NA,NA,200,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"575","OWID_AFR",NA,"아프리카",2022-12-24,12463137,595,1071.857,257418,0,5.571,8735.415,0.417,0.751,180.424,0,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741652954,478556877,392896735,64154140,34262,31135,51.98,33.54,27.54,4.5,22,14393,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"576","OWID_ASI",NA,"아시아",2022-12-24,201414873,284936,276834,1512954,510,486.286,42660.139,60.35,58.634,320.447,0.108,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8902292006,3650237088,3406534471,1742749574,2525702,3082135,188.55,77.31,72.15,36.91,653,44795,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"577","OWID_EUR",NA,"유럽",2022-12-24,244270765,17500,144022.857,1997552,109,680.857,327964.831,23.496,193.369,2681.97,0.146,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358822000,521733323,498154586,353762648,7450,87611,182.44,70.05,66.88,47.5,118,2347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"578","OWID_NAM",NA,"북미",2022-12-24,118797751,31767,78724.714,1549280,191,472.286,197889.504,52.916,131.137,2580.741,0.318,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131935823,457617958,393040852,246863798,53638,266342,188.55,76.23,65.47,41.12,444,45900,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"579","OWID_OCE",NA,"오세아니아",2022-12-24,13545533,2268,21675.857,22055,0,40.286,300752.128,50.357,481.27,489.688,0,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80644793,28908474,27867367,23826257,3297,6558,179.06,64.19,61.87,52.9,146,243,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"580","OWID_SAM",NA,"남미",2022-12-24,66368579,8000,54221.857,1339577,25,174.714,151936.916,18.314,124.13,3066.68,0.057,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943091617,373714236,338163297,243892399,78577,393780,215.9,85.55,77.42,55.83,901,38161,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"581","KOR","Asia","한국",2022-12-24,28659055,58448,67251.714,31790,46,56.429,553094.82,1127.996,1297.9,613.519,0.888,1.089,1.02,534,10.306,NA,NA,NA,NA,1359,26.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44863096,44443561,NA,NA,NA,NA,86.58,85.77,NA,NA,194,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"582","OWID_AFR",NA,"아프리카",2022-12-25,12463500,363,1089.714,257419,1,5,8735.67,0.254,0.764,180.425,0.001,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741653190,478556877,392896735,64154203,33326,31324,51.98,33.54,27.54,4.5,22,15155,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"583","OWID_ASI",NA,"아시아",2022-12-25,201639485,224612,279743,1513506,552,494,42707.713,47.573,59.25,320.564,0.117,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8903689718,3650248673,3406561913,1743235427,1694693,3117827,188.58,77.31,72.15,36.92,660,47900,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"584","OWID_EUR",NA,"유럽",2022-12-25,244283759,12994,143940.286,1997625,73,674.857,327982.277,17.446,193.258,2682.068,0.098,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358824285,521733470,498154744,353764543,3521,85072,182.44,70.05,66.88,47.5,114,1618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"585","OWID_NAM",NA,"북미",2022-12-25,118800908,3157,78164,1549287,7,471.143,197894.763,5.259,130.203,2580.753,0.012,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131941738,457619277,393041234,246866482,15193,249415,188.56,76.23,65.47,41.12,415,43704,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"586","OWID_OCE",NA,"오세아니아",2022-12-25,13547154,1621,14976.429,22055,0,35.857,300788.119,35.991,332.522,489.688,0,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80644799,28908474,27867369,23826261,2969,6116,179.06,64.19,61.87,52.9,136,244,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"587","OWID_SAM",NA,"남미",2022-12-25,66312161,8868,54088.857,1339673,96,178.857,151807.759,20.301,123.825,3066.9,0.22,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943108614,373716739,338166544,243903672,32620,102460,215.9,85.55,77.42,55.84,235,7633,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"588","KOR","Asia","한국",2022-12-25,28684600,25545,67097.857,31832,42,56.857,553587.816,492.996,1294.93,614.33,0.811,1.097,1.02,592,11.425,NA,NA,NA,NA,1345,25.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44863096,44443565,NA,NA,NA,NA,86.58,85.77,NA,NA,194,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"589","OWID_AFR",NA,"아프리카",2022-12-26,12464332,832,1187.286,257427,8,6.143,8736.253,0.583,0.832,180.431,0.006,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741653270,478556877,392896735,64154213,33170,32367,51.98,33.54,27.54,4.5,23,16320,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"590","OWID_ASI",NA,"아시아",2022-12-26,201845457,205972,279482.571,1513917,411,485.857,42751.338,43.625,59.195,320.651,0.087,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905625733,3650256663,3406575076,1743815543,2291917,3190759,188.62,77.31,72.15,36.93,676,51055,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"591","OWID_EUR",NA,"유럽",2022-12-26,244337238,53479,130066.143,1997743,118,606.571,328054.079,71.802,174.63,2682.226,0.158,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358846659,521733876,498155179,353786035,23641,70882,182.44,70.05,66.88,47.5,95,1272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"592","OWID_NAM",NA,"북미",2022-12-26,118815883,14975,70308.857,1549329,42,431.429,197919.708,24.945,117.118,2580.823,0.07,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132049244,457638456,393050252,246869404,116784,204122,188.57,76.23,65.47,41.12,340,33593,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"593","OWID_OCE",NA,"오세아니아",2022-12-26,13549044,1890,14683.714,22055,0,33,300830.083,41.964,326.023,489.688,0,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80644897,28908477,27867370,23826355,3061,5456,179.06,64.19,61.87,52.9,121,243,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"594","OWID_SAM",NA,"남미",2022-12-26,66552108,172846,57524,1340066,393,187,152357.067,395.695,131.689,3067.8,0.9,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943232328,373720613,338171406,244018661,137182,100129,215.93,85.56,77.42,55.86,229,7167,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"595","KOR","Asia","한국",2022-12-26,28772196,87596,67103.143,31882,50,56,555278.343,1690.527,1295.032,615.295,0.965,1.081,1.01,583,11.251,NA,NA,NA,NA,1336,25.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44863361,44443802,NA,NA,NA,NA,86.58,85.77,NA,NA,197,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"596","OWID_AFR",NA,"아프리카",2022-12-27,12465199,867,974,257434,7,2.714,8736.861,0.608,0.683,180.436,0.005,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741653270,478556877,392896735,64154213,33090,31924,51.98,33.54,27.54,4.5,22,17486,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"597","OWID_ASI",NA,"아시아",2022-12-27,202189701,344244,282742.714,1514370,453,495.571,42824.25,72.912,59.886,320.747,0.096,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8907434089,3650271786,3406601182,1744427327,2164258,2919314,188.66,77.31,72.15,36.95,618,54279,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"598","OWID_EUR",NA,"유럽",2022-12-27,244449788,112550,114545.429,1998489,746,601.143,328205.192,151.113,153.792,2683.228,1.002,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359415829,521798004,498561770,353888180,570407,128930,182.52,70.06,66.94,47.51,173,10032,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"599","OWID_NAM",NA,"북미",2022-12-27,118936781,120898,73868.429,1549749,420,398.571,198121.096,201.388,123.048,2581.522,0.7,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132298965,457673098,393072809,246873796,255299,192853,188.61,76.24,65.48,41.12,321,32198,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"600","OWID_OCE",NA,"오세아니아",2022-12-27,13583174,34130,18865.714,22098,43,36,301587.873,757.79,418.876,490.643,0.955,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80645041,28908481,27867377,23826488,3107,4667,179.06,64.19,61.87,52.9,104,239,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"601","OWID_SAM",NA,"남미",2022-12-27,66591905,39797,53637.143,1340349,283,190.857,152448.174,91.107,122.791,3068.447,0.648,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943395457,373731272,338183678,244163109,177780,112093,215.97,85.56,77.42,55.9,257,7800,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
